Area Code4,Geography3,Area.x,Por_18,Bungalow_Total,Por_19,Flat/Maisonette_Total,Por_20,Terraced_House_Total,Por_21,Semi_detached_House_Total,Por_22,Detached_House_Total,Por_23,Annexe,Por_24,Other1,Por_25,Unknown2,Total,1,Area.y,AREA_NAME,BP_PRE_1900,Por_1,BP_1900_1918,Por_2,BP_1919_1929,Por_3,BP_1930_1939,Por_4,Por_14,BP_1945_1954,Por_5,BP_1955_1964,Por_6,BP_1965_1972,Por_7,Por_15,BP_1973_1982,Por_8,BP_1983_1992,Por_9,BP_1993_1999,Por_10,Por_16,BP_2000_2009,Por_11,BP_2010_2015,Por_12,BP_UNKNOWN,Por_13,Por_17,ALL_PROPERTIES,MODE1_VAL,MODE1_TYPE,MODE1_PC,MODE2_VAL,MODE2_TYPE,MODE2_PC,MODE2_MODE1_RATIO
E01002191,LSOA,Harrow 022A,0.076923077,50,0.076923077,50,0.123076923,80,0.676923077,440,0.061538462,40,0,0,0,0,0,0,650,LSOA,Harrow 022A,Harrow 022A,0,0,0,0,0,0,480,0.738461538,0.738461538,10,0.015384615,0,0,0,0,0.015384615,0,0,0,0,30,0.046153846,0.046153846,130,0.2,1,0.001538462,1,0.001538462,0.203076924,650,480,BP_1930_1939,0.74,130,BP_2000_2009,0.2,0.27
E01002192,LSOA,Harrow 016C,0.046153846,30,0.246153846,160,0.215384615,140,0.107692308,70,0.384615385,250,0,0,0,0,0,0,650,LSOA,Harrow 016C,Harrow 016C,10,0.015384615,50,0.076923077,120,0.184615385,100,0.153846154,0.338461539,40,0.061538462,30,0.046153846,160,0.246153846,0.353846154,110,0.169230769,30,0.046153846,0,0,0.215384615,1,0.001538462,0,0,1,0.001538462,0.003076924,650,160,BP_1965_1972,0.25,120,BP_1919_1929,0.18,0.75
E01002193,LSOA,Harrow 016D,0,0,0.546666667,410,0.066666667,50,0.28,210,0.12,90,0,0,0,0,0,0,750,LSOA,Harrow 016D,Harrow 016D,10,0.013333333,170,0.226666667,30,0.04,200,0.266666667,0.306666667,200,0.266666667,40,0.053333333,10,0.013333333,0.333333333,10,0.013333333,1,0.001333333,1,0.001333333,0.015999999,90,0.12,1,0.001333333,1,0.001333333,0.122666666,750,200,BP_1945_1954,0.27,200,BP_1930_1939,0.27,1
E01002194,LSOA,Harrow 022B,0.044776119,30,0.208955224,140,0.014925373,10,0.223880597,150,0.507462687,340,0,0,0,0,0,0,670,LSOA,Harrow 022B,Harrow 022B,1,0.001492537,30,0.044776119,40,0.059701493,400,0.597014925,0.656716418,80,0.119402985,80,0.119402985,30,0.044776119,0.283582089,10,0.014925373,1,0.001492537,0,0,0.01641791,10,0.014925373,1,0.001492537,0,0,0.01641791,670,400,BP_1930_1939,0.6,80,BP_1955_1964,0.12,0.2
E01002195,LSOA,Harrow 022C,0.14516129,90,0.177419355,110,0.096774194,60,0.548387097,340,0.032258065,20,0,0,0,0,0,0,620,LSOA,Harrow 022C,Harrow 022C,0,0,1,0.001612903,0,0,520,0.838709677,0.838709677,90,0.14516129,0,0,0,0,0.14516129,0,0,1,0.001612903,0,0,0.001612903,0,0,1,0.001612903,1,0.001612903,0.003225806,620,520,BP_1930_1939,0.84,90,BP_1945_1954,0.15,0.17
E01002196,LSOA,Harrow 022D,0.047619048,30,0,0,0.063492063,40,0.746031746,470,0.126984127,80,0,0,0,0,0,0,630,LSOA,Harrow 022D,Harrow 022D,0,0,0,0,0,0,560,0.888888889,0.888888889,40,0.063492063,20,0.031746032,1,0.001587302,0.096825397,10,0.015873016,0,0,0,0,0.015873016,10,0.015873016,0,0,0,0,0.015873016,630,560,BP_1930_1939,0.89,40,BP_1945_1954,0.06,0.07
E01002197,LSOA,Harrow 012B,0.166666667,70,0.023809524,10,0,0,0.785714286,330,0.023809524,10,0,0,0,0,0,0,420,LSOA,Harrow 012B,Harrow 012B,0,0,0,0,0,0,410,0.976190476,0.976190476,1,0.002380952,1,0.002380952,0,0,0.004761904,0,0,10,0.023809524,0,0,0.023809524,0,0,1,0.002380952,1,0.002380952,0.004761904,420,410,BP_1930_1939,0.98,10,BP_1983_1992,0.02,0.02
E01002198,LSOA,Harrow 010C,0,0,0.019607843,10,0.803921569,410,0.156862745,80,0,0,0,0,0,0,0,0,510,LSOA,Harrow 010C,Harrow 010C,0,0,0,0,0,0,500,0.980392157,0.980392157,0,0,0,0,1,0.001960784,0.001960784,1,0.001960784,1,0.001960784,0,0,0.003921568,0,0,1,0.001960784,0,0,0.001960784,510,500,BP_1930_1939,0.98,1,BP_2010_2015,0,0
E01002199,LSOA,Harrow 012C,0,0,0.125,60,0,0,0.854166667,410,0,0,0,0,0,0,0,0,480,LSOA,Harrow 012C,Harrow 012C,0,0,0,0,1,0.002083333,470,0.979166667,0.98125,1,0.002083333,0,0,0,0,0.002083333,0,0,1,0.002083333,0,0,0.002083333,1,0.002083333,1,0.002083333,1,0.002083333,0.006249999,480,470,BP_1930_1939,0.98,1,BP_UNKNOWN,0,0
E01002200,LSOA,Harrow 010D,0,0,0.134615385,70,0.634615385,330,0.211538462,110,0.019230769,10,0,0,0,0,0,0,520,LSOA,Harrow 010D,Harrow 010D,0,0,0,0,0,0,450,0.865384615,0.865384615,60,0.115384615,0,0,0,0,0.115384615,0,0,0,0,0,0,0,10,0.019230769,0,0,1,0.001923077,0.021153846,520,450,BP_1930_1939,0.87,60,BP_1945_1954,0.12,0.13
E01002201,LSOA,Harrow 012D,0,0,0.019607843,10,0,0,0.980392157,500,0,0,0,0,0,0,0,0,510,LSOA,Harrow 012D,Harrow 012D,0,0,0,0,0,0,510,1,1,1,0.001960784,0,0,0,0,0.001960784,0,0,0,0,0,0,0,1,0.001960784,0,0,0,0,0.001960784,510,510,BP_1930_1939,1,1,BP_2000_2009,0,0
E01002202,LSOA,Harrow 012E,0,0,0.771428571,540,0.071428571,50,0.142857143,100,0,0,0,0,0,0,0.014285714,10,700,LSOA,Harrow 012E,Harrow 012E,0,0,0,0,1,0.001428571,550,0.785714286,0.787142857,0,0,80,0.114285714,0,0,0.114285714,1,0.001428571,1,0.001428571,20,0.028571429,0.031428571,40,0.057142857,1,0.001428571,10,0.014285714,0.072857142,700,550,BP_1930_1939,0.79,80,BP_1955_1964,0.11,0.15
E01002203,LSOA,Harrow 010E,0,0,0.113207547,60,0.188679245,100,0.679245283,360,0,0,0,0,0,0,0,0,530,LSOA,Harrow 010E,Harrow 010E,0,0,0,0,1,0.001886792,520,0.981132075,0.983018867,1,0.001886792,0,0,0,0,0.001886792,1,0.001886792,0,0,1,0.001886792,0.003773584,0,0,0,0,0,0,0,530,520,BP_1930_1939,0.98,1,BP_1993_1999,0,0
E01002204,LSOA,Harrow 032A,0,0,0.5,330,0.439393939,290,0.045454545,30,0,0,0,0,0,0,0,0,660,LSOA,Harrow 032A,Harrow 032A,0,0,0,0,1,0.001515152,580,0.878787879,0.880303031,0,0,1,0.001515152,1,0.001515152,0.003030304,1,0.001515152,30,0.045454545,0,0,0.046969697,30,0.045454545,1,0.001515152,0,0,0.046969697,660,580,BP_1930_1939,0.88,30,BP_2000_2009,0.05,0.05
E01002206,LSOA,Harrow 032B,0,0,0.130434783,60,0.695652174,320,0.152173913,70,0,0,0,0,0,0,0,0,460,LSOA,Harrow 032B,Harrow 032B,0,0,0,0,0,0,430,0.934782609,0.934782609,0,0,0,0,0,0,0,0,0,40,0.086956522,0,0,0.086956522,0,0,0,0,0,0,0,460,430,BP_1930_1939,0.93,40,BP_1983_1992,0.09,0.09
E01002207,LSOA,Harrow 032C,0,0,0.055555556,30,0.833333333,450,0.111111111,60,0,0,0,0,0,0,0,0,540,LSOA,Harrow 032C,Harrow 032C,0,0,0,0,0,0,530,0.981481481,0.981481481,0,0,1,0.001851852,0,0,0.001851852,0,0,1,0.001851852,0,0,0.001851852,0,0,1,0.001851852,0,0,0.001851852,540,530,BP_1930_1939,0.98,1,BP_2010_2015,0,0
E01002208,LSOA,Harrow 025A,0.169811321,90,0,0,0,0,0.735849057,390,0.075471698,40,0,0,0,0,0,0,530,LSOA,Harrow 025A,Harrow 025A,0,0,0,0,1,0.001886792,510,0.962264151,0.964150943,1,0.001886792,0,0,0,0,0.001886792,1,0.001886792,1,0.001886792,0,0,0.003773584,0,0,10,0.018867925,0,0,0.018867925,530,510,BP_1930_1939,0.96,10,BP_2010_2015,0.02,0.02
E01002209,LSOA,Harrow 025B,0.017241379,10,0.327586207,190,0,0,0.586206897,340,0.068965517,40,0,0,0,0,0,0,580,LSOA,Harrow 025B,Harrow 025B,0,0,1,0.001612903,1,0.001612903,530,0.85483871,0.856451613,10,0.016129032,10,0.016129032,0,0,0.032258064,0,0,0,0,10,0.016129032,0.016129032,20,0.032258065,30,0.048387097,1,0.001612903,0.082258065,620,530,BP_1930_1939,0.85,30,BP_2010_2015,0.05,0.06
E01002210,LSOA,Harrow 032D,0,0,0.039215686,20,0.568627451,290,0.37254902,190,0.019607843,10,0,0,0,0,0,0,510,LSOA,Harrow 032D,Harrow 032D,0,0,0,0,0,0,510,1,1,0,0,0,0,1,0.001960784,0.001960784,1,0.001960784,0,0,1,0.001960784,0.003921568,0,0,0,0,1,0.001960784,0.001960784,510,510,BP_1930_1939,1,1,BP_UNKNOWN,0,0
E01002211,LSOA,Harrow 028A,0,0,0.102040816,50,0.653061224,320,0.244897959,120,0,0,0,0,0,0,0,0,490,LSOA,Harrow 028A,Harrow 028A,0,0,10,0.020408163,80,0.163265306,120,0.244897959,0.408163265,30,0.06122449,0,0,0,0,0.06122449,40,0.081632653,130,0.265306122,80,0.163265306,0.510204081,1,0.002040816,10,0.020408163,0,0,0.022448979,490,130,BP_1983_1992,0.27,120,BP_1930_1939,0.24,0.92
E01002212,LSOA,Harrow 028B,0,0,0.53030303,350,0.272727273,180,0.166666667,110,0.015151515,10,0,0,0,0,0,0,660,LSOA,Harrow 028B,Harrow 028B,0,0,0,0,60,0.090909091,320,0.484848485,0.575757576,130,0.196969697,110,0.166666667,0,0,0.363636364,10,0.015151515,10,0.015151515,0,0,0.03030303,10,0.015151515,1,0.001515152,1,0.001515152,0.018181819,660,320,BP_1930_1939,0.48,130,BP_1945_1954,0.2,0.41
E01002213,LSOA,Harrow 027D,0,0,0.593495935,730,0.284552846,350,0.113821138,140,0.008130081,10,0,0,0,0,0,0,1230,LSOA,Harrow 027D,Harrow 027D,120,0.097560976,80,0.06504065,180,0.146341463,200,0.162601626,0.308943089,30,0.024390244,1,0.000813008,10,0.008130081,0.033333333,10,0.008130081,90,0.073170732,10,0.008130081,0.089430894,420,0.341463415,90,0.073170732,0,0,0.414634147,1230,420,BP_2000_2009,0.34,200,BP_1930_1939,0.16,0.48
E01002214,LSOA,Harrow 031A,0.016129032,10,0.290322581,180,0.661290323,410,0.032258065,20,0,0,0,0,0,0,0,0,620,LSOA,Harrow 031A,Harrow 031A,0,0,0,0,0,0,460,0.741935484,0.741935484,0,0,90,0.14516129,1,0.001612903,0.146774193,50,0.080645161,10,0.016129032,0,0,0.096774193,1,0.001612903,1,0.001612903,0,0,0.003225806,620,460,BP_1930_1939,0.74,90,BP_1955_1964,0.15,0.2
E01002215,LSOA,Harrow 031B,0.048387097,30,0.306451613,190,0.564516129,350,0.096774194,60,0,0,0,0,0,0,0,0,620,LSOA,Harrow 031B,Harrow 031B,0,0,0,0,90,0.14516129,360,0.580645161,0.725806451,1,0.001612903,1,0.001612903,0,0,0.003225806,40,0.064516129,100,0.161290323,10,0.016129032,0.241935484,0,0,20,0.032258065,1,0.001612903,0.033870968,620,360,BP_1930_1939,0.58,100,BP_1983_1992,0.16,0.28
E01002216,LSOA,Harrow 028C,0,0,0.019230769,10,0.846153846,440,0.115384615,60,0.019230769,10,0,0,0,0,0,0,520,LSOA,Harrow 028C,Harrow 028C,0,0,0,0,0,0,510,0.962264151,0.962264151,1,0.001886792,1,0.001886792,1,0.001886792,0.005660376,1,0.001886792,10,0.018867925,0,0,0.020754717,1,0.001886792,1,0.001886792,0,0,0.003773584,530,510,BP_1930_1939,0.96,10,BP_1983_1992,0.02,0.02
E01002217,LSOA,Harrow 028D,0,0,0.53968254,340,0.365079365,230,0.111111111,70,0,0,0,0,0,0,0,0,630,LSOA,Harrow 028D,Harrow 028D,0,0,0,0,0,0,0,0,0,80,0.121212121,0,0,1,0.001515152,0.122727273,0,0,1,0.001515152,0,0,0.001515152,400,0.606060606,180,0.272727273,1,0.001515152,0.880303031,660,400,BP_2000_2009,0.61,180,BP_2010_2015,0.27,0.45
E01002218,LSOA,Harrow 030A,0.043478261,30,0.420289855,290,0.115942029,80,0.347826087,240,0.057971014,40,0.014492754,10,0,0,0,0,690,LSOA,Harrow 030A,Harrow 030A,0,0,1,0.001449275,210,0.304347826,210,0.304347826,0.608695652,10,0.014492754,40,0.057971014,20,0.028985507,0.101449275,10,0.014492754,100,0.144927536,1,0.001449275,0.160869565,20,0.028985507,60,0.086956522,0,0,0.115942029,690,210,BP_1930_1939,0.3,210,BP_1919_1929,0.3,1
E01002219,LSOA,Harrow 030B,0.015873016,10,0.349206349,220,0.492063492,310,0.126984127,80,0.015873016,10,0,0,0,0,0,0,630,LSOA,Harrow 030B,Harrow 030B,20,0.031746032,260,0.412698413,170,0.26984127,150,0.238095238,0.507936508,1,0.001587302,1,0.001587302,10,0.015873016,0.01904762,1,0.001587302,1,0.001587302,10,0.015873016,0.01904762,1,0.001587302,1,0.001587302,1,0.001587302,0.004761906,630,260,BP_1900_1918,0.41,170,BP_1919_1929,0.27,0.65
E01002220,LSOA,Harrow 031C,0,0,0.117647059,60,0.509803922,260,0.37254902,190,0,0,0,0,0,0,0,0,510,LSOA,Harrow 031C,Harrow 031C,0,0,0,0,0,0,500,0.980392157,0.980392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001960784,1,0.001960784,0,0,0.003921568,510,500,BP_1930_1939,0.98,1,BP_2010_2015,0,0
E01002221,LSOA,Harrow 030C,0,0,0.326923077,170,0.173076923,90,0.5,260,0,0,0,0,0,0,0,0,520,LSOA,Harrow 030C,Harrow 030C,0,0,0,0,190,0.365384615,250,0.480769231,0.846153846,0,0,10,0.019230769,30,0.057692308,0.076923077,10,0.019230769,20,0.038461538,0,0,0.057692307,10,0.019230769,1,0.001923077,0,0,0.021153846,520,250,BP_1930_1939,0.48,190,BP_1919_1929,0.37,0.76
E01002222,LSOA,Harrow 030D,0,0,0.04,20,0.26,130,0.68,340,0,0,0,0,0,0,0,0,500,LSOA,Harrow 030D,Harrow 030D,0,0,1,0.002,0,0,470,0.94,0.94,10,0.02,0,0,1,0.002,0.022,0,0,10,0.02,0,0,0.02,0,0,10,0.02,0,0,0.02,500,470,BP_1930_1939,0.94,10,BP_2010_2015,0.02,0.02
E01002223,LSOA,Harrow 031D,0.016666667,10,0.083333333,50,0.2,120,0.7,420,0,0,0,0,0,0,0,0,600,LSOA,Harrow 031D,Harrow 031D,0,0,0,0,1,0.001666667,580,0.966666667,0.968333334,1,0.001666667,10,0.016666667,0,0,0.018333334,0,0,10,0.016666667,0,0,0.016666667,1,0.001666667,1,0.001666667,0,0,0.003333334,600,580,BP_1930_1939,0.97,10,BP_1983_1992,0.02,0.02
E01002224,LSOA,Harrow 031E,0.040816327,20,0.142857143,70,0.367346939,180,0.428571429,210,0,0,0,0,0,0,0,0,490,LSOA,Harrow 031E,Harrow 031E,0,0,0,0,0,0,230,0.469387755,0.469387755,120,0.244897959,10,0.020408163,10,0.020408163,0.285714285,30,0.06122449,90,0.183673469,1,0.002040816,0.246938775,1,0.002040816,10,0.020408163,1,0.002040816,0.024489795,490,230,BP_1930_1939,0.47,120,BP_1945_1954,0.24,0.52
E01002225,LSOA,Harrow 001C,0.134328358,90,0.298507463,200,0.044776119,30,0.044776119,30,0.447761194,300,0,0,0,0,0.014925373,10,670,LSOA,Harrow 001C,Harrow 001C,60,0.084507042,1,0.001408451,10,0.014084507,180,0.253521127,0.267605634,50,0.070422535,200,0.281690141,60,0.084507042,0.436619718,10,0.014084507,30,0.042253521,50,0.070422535,0.126760563,10,0.014084507,60,0.084507042,10,0.014084507,0.112676056,710,200,BP_1955_1964,0.28,180,BP_1930_1939,0.25,0.9
E01002226,LSOA,Harrow 001D,0.035087719,40,0.543859649,620,0.184210526,210,0.052631579,60,0.175438596,200,0,0,0,0,0,0,1140,LSOA,Harrow 001D,Harrow 001D,70,0.061403509,60,0.052631579,20,0.01754386,100,0.087719298,0.105263158,70,0.061403509,230,0.201754386,130,0.114035088,0.377192983,50,0.043859649,70,0.061403509,30,0.026315789,0.131578947,290,0.254385965,30,0.026315789,10,0.00877193,0.289473684,1140,290,BP_2000_2009,0.25,230,BP_1955_1964,0.2,0.79
E01002227,LSOA,Harrow 003A,0.048387097,30,0.258064516,160,0.290322581,180,0.370967742,230,0.048387097,30,0,0,0,0,0,0,620,LSOA,Harrow 003A,Harrow 003A,1,0.001612903,0,0,70,0.112903226,150,0.241935484,0.35483871,270,0.435483871,10,0.016129032,50,0.080645161,0.532258064,1,0.001612903,60,0.096774194,20,0.032258065,0.130645162,0,0,0,0,0,0,0,620,270,BP_1945_1954,0.44,150,BP_1930_1939,0.24,0.56
E01002228,LSOA,Harrow 003B,0.025,20,0.3125,250,0.2375,190,0.1625,130,0.275,220,0,0,0,0,0,0,800,LSOA,Harrow 003B,Harrow 003B,10,0.0125,1,0.00125,10,0.0125,60,0.075,0.0875,20,0.025,80,0.1,180,0.225,0.35,60,0.075,50,0.0625,20,0.025,0.1625,240,0.3,90,0.1125,1,0.00125,0.41375,800,240,BP_2000_2009,0.3,180,BP_1965_1972,0.23,0.75
E01002229,LSOA,Harrow 003C,0.051282051,40,0.487179487,380,0.115384615,90,0.243589744,190,0.102564103,80,0,0,0,0,0,0,780,LSOA,Harrow 003C,Harrow 003C,10,0.012820513,10,0.012820513,50,0.064102564,150,0.192307692,0.256410256,60,0.076923077,110,0.141025641,60,0.076923077,0.294871795,270,0.346153846,20,0.025641026,20,0.025641026,0.397435898,20,0.025641026,0,0,1,0.001282051,0.026923077,780,270,BP_1973_1982,0.35,150,BP_1930_1939,0.19,0.56
E01002230,LSOA,Harrow 003D,0.121212121,80,0.106060606,70,0.03030303,20,0.5,330,0.227272727,150,0,0,0,0,0,0,660,LSOA,Harrow 003D,Harrow 003D,0,0,20,0.029850746,1,0.001492537,430,0.641791045,0.643283582,30,0.044776119,20,0.029850746,40,0.059701493,0.134328358,20,0.029850746,110,0.164179104,10,0.014925373,0.208955223,1,0.001492537,0,0,0,0,0.001492537,670,430,BP_1930_1939,0.64,110,BP_1983_1992,0.16,0.26
E01002231,LSOA,Harrow 013E,0,0,0.3,210,0.514285714,360,0.171428571,120,0.014285714,10,0,0,0,0,0,0,700,LSOA,Harrow 013E,Harrow 013E,0,0,0,0,1,0.001428571,540,0.771428571,0.772857142,0,0,20,0.028571429,0,0,0.028571429,0,0,20,0.028571429,110,0.157142857,0.185714286,0,0,10,0.014285714,1,0.001428571,0.015714285,700,540,BP_1930_1939,0.77,110,BP_1993_1999,0.16,0.2
E01002232,LSOA,Harrow 011A,0,0,0.432432432,320,0.108108108,80,0.432432432,320,0.027027027,20,0,0,0,0,0,0,740,LSOA,Harrow 011A,Harrow 011A,0,0,20,0.026666667,140,0.186666667,360,0.48,0.666666667,60,0.08,10,0.013333333,50,0.066666667,0.16,60,0.08,0,0,1,0.001333333,0.081333333,30,0.04,10,0.013333333,0,0,0.053333333,750,360,BP_1930_1939,0.48,140,BP_1919_1929,0.19,0.39
E01002233,LSOA,Harrow 011B,0,0,0.567901235,460,0.209876543,170,0.197530864,160,0.024691358,20,0,0,0,0,0,0,810,LSOA,Harrow 011B,Harrow 011B,120,0.144578313,330,0.397590361,40,0.048192771,110,0.13253012,0.180722891,1,0.001204819,30,0.036144578,10,0.012048193,0.04939759,10,0.012048193,80,0.096385542,30,0.036144578,0.144578313,20,0.024096386,40,0.048192771,1,0.001204819,0.073493976,830,330,BP_1900_1918,0.4,120,BP_PRE_1900,0.14,0.36
E01002234,LSOA,Harrow 011C,0,0,0.183333333,110,0.633333333,380,0.166666667,100,0,0,0,0,0,0,0,0,600,LSOA,Harrow 011C,Harrow 011C,0,0,0,0,170,0.288135593,360,0.610169492,0.898305085,10,0.016949153,10,0.016949153,1,0.001694915,0.035593221,10,0.016949153,10,0.016949153,10,0.016949153,0.050847459,1,0.001694915,10,0.016949153,0,0,0.018644068,590,360,BP_1930_1939,0.61,170,BP_1919_1929,0.29,0.47
E01002235,LSOA,Harrow 011D,0,0,0.225806452,140,0.548387097,340,0.225806452,140,0.016129032,10,0,0,0,0,0,0,620,LSOA,Harrow 011D,Harrow 011D,0,0,60,0.096774194,110,0.177419355,320,0.516129032,0.693548387,0,0,1,0.001612903,1,0.001612903,0.003225806,90,0.14516129,30,0.048387097,1,0.001612903,0.19516129,1,0.001612903,0,0,0,0,0.001612903,620,320,BP_1930_1939,0.52,110,BP_1919_1929,0.18,0.34
E01002236,LSOA,Harrow 011E,0,0,0.283333333,170,0.683333333,410,0.033333333,20,0,0,0,0,0,0,0,0,600,LSOA,Harrow 011E,Harrow 011E,90,0.15,350,0.583333333,120,0.2,10,0.016666667,0.216666667,0,0,1,0.001666667,0,0,0.001666667,0,0,1,0.001666667,0,0,0.001666667,30,0.05,0,0,0,0,0.05,600,350,BP_1900_1918,0.58,120,BP_1919_1929,0.2,0.34
E01002237,LSOA,Harrow 024A,0,0,0.617647059,420,0.220588235,150,0.117647059,80,0.029411765,20,0,0,0,0,0,0,680,LSOA,Harrow 024A,Harrow 024A,30,0.044117647,410,0.602941176,10,0.014705882,40,0.058823529,0.073529411,1,0.001470588,0,0,0,0,0.001470588,100,0.147058824,60,0.088235294,1,0.001470588,0.236764706,10,0.014705882,10,0.014705882,0,0,0.029411764,680,410,BP_1900_1918,0.6,100,BP_1973_1982,0.15,0.24
E01002238,LSOA,Harrow 024B,0,0,0.180327869,110,0.508196721,310,0.295081967,180,0.016393443,10,0,0,0,0,0,0,610,LSOA,Harrow 024B,Harrow 024B,0,0,210,0.344262295,130,0.213114754,200,0.327868852,0.540983606,0,0,1,0.001639344,0,0,0.001639344,1,0.001639344,50,0.081967213,20,0.032786885,0.116393442,10,0.016393443,1,0.001639344,0,0,0.018032787,610,210,BP_1900_1918,0.34,200,BP_1930_1939,0.33,0.95
E01002239,LSOA,Harrow 025C,0.153846154,100,0.215384615,140,0.015384615,10,0.569230769,370,0.061538462,40,0,0,0,0,0,0,650,LSOA,Harrow 025C,Harrow 025C,0,0,10,0.015384615,20,0.030769231,590,0.907692308,0.938461539,1,0.001538462,1,0.001538462,0,0,0.003076924,0,0,10,0.015384615,0,0,0.015384615,20,0.030769231,1,0.001538462,0,0,0.032307693,650,590,BP_1930_1939,0.91,20,BP_2000_2009,0.03,0.03
E01002240,LSOA,Harrow 024C,0.03030303,20,0.348484848,230,0.439393939,290,0.196969697,130,0,0,0,0,0,0,0,0,660,LSOA,Harrow 024C,Harrow 024C,0,0,310,0.46969697,70,0.106060606,50,0.075757576,0.181818182,0,0,1,0.001515152,0,0,0.001515152,160,0.242424242,60,0.090909091,1,0.001515152,0.334848485,10,0.015151515,0,0,0,0,0.015151515,660,310,BP_1900_1918,0.47,160,BP_1973_1982,0.24,0.52
E01002241,LSOA,Harrow 025D,0,0,0.245901639,150,0.032786885,20,0.704918033,430,0.016393443,10,0,0,0,0,0,0,610,LSOA,Harrow 025D,Harrow 025D,0,0,0,0,0,0,440,0.721311475,0.721311475,0,0,0,0,1,0.001639344,0.001639344,0,0,0,0,0,0,0,10,0.016393443,160,0.262295082,0,0,0.278688525,610,440,BP_1930_1939,0.72,160,BP_2010_2015,0.26,0.36
E01002242,LSOA,Harrow 024D,0.046875,30,0.09375,60,0.046875,30,0.8125,520,0.015625,10,0,0,0,0,0,0,640,LSOA,Harrow 024D,Harrow 024D,0,0,0,0,200,0.3125,410,0.640625,0.953125,30,0.046875,0,0,0,0,0.046875,0,0,1,0.0015625,0,0,0.0015625,1,0.0015625,0,0,0,0,0.0015625,640,410,BP_1930_1939,0.64,200,BP_1919_1929,0.31,0.49
E01002243,LSOA,Havering 013A,0,0,0.644444444,580,0.188888889,170,0.122222222,110,0.033333333,30,0,0,0,0,0.011111111,10,900,LSOA,Havering 013A,Havering 013A,20,0.022222222,160,0.177777778,70,0.077777778,60,0.066666667,0.144444445,10,0.011111111,30,0.033333333,1,0.001111111,0.045555555,260,0.288888889,40,0.044444444,0,0,0.333333333,240,0.266666667,10,0.011111111,10,0.011111111,0.288888889,900,260,BP_1973_1982,0.29,240,BP_2000_2009,0.27,0.92
E01002244,LSOA,Havering 011A,0.013333333,10,0.333333333,250,0.373333333,280,0.226666667,170,0.053333333,40,0,0,0,0,0,0,750,LSOA,Havering 011A,Havering 011A,10,0.013333333,280,0.373333333,60,0.08,130,0.173333333,0.253333333,10,0.013333333,30,0.04,10,0.013333333,0.066666666,30,0.04,70,0.093333333,20,0.026666667,0.16,120,0.16,10,0.013333333,1,0.001333333,0.174666666,750,280,BP_1900_1918,0.37,130,BP_1930_1939,0.17,0.46
E01002245,LSOA,Havering 011B,0.106060606,70,0.166666667,110,0.363636364,240,0.348484848,230,0.03030303,20,0,0,0,0,0,0,660,LSOA,Havering 011B,Havering 011B,90,0.136363636,140,0.212121212,150,0.227272727,160,0.242424242,0.469696969,20,0.03030303,10,0.015151515,1,0.001515152,0.046969697,1,0.001515152,50,0.075757576,0,0,0.077272728,30,0.045454545,1,0.001515152,10,0.015151515,0.062121212,660,160,BP_1930_1939,0.24,150,BP_1919_1929,0.23,0.94
E01002246,LSOA,Havering 017A,0.123076923,80,0.138461538,90,0.261538462,170,0.461538462,300,0,0,0,0,0,0,0.015384615,10,650,LSOA,Havering 017A,Havering 017A,0,0,1,0.001538462,170,0.261538462,330,0.507692308,0.76923077,10,0.015384615,20,0.030769231,70,0.107692308,0.153846154,0,0,10,0.015384615,30,0.046153846,0.061538461,1,0.001538462,1,0.001538462,20,0.030769231,0.033846155,650,330,BP_1930_1939,0.51,170,BP_1919_1929,0.26,0.52
E01002247,LSOA,Havering 017B,0.010989011,10,0.373626374,340,0.417582418,380,0.186813187,170,0.010989011,10,0,0,0,0,0,0,910,LSOA,Havering 017B,Havering 017B,70,0.076923077,120,0.131868132,40,0.043956044,360,0.395604396,0.43956044,30,0.032967033,10,0.010989011,1,0.001098901,0.045054945,0,0,20,0.021978022,0,0,0.021978022,110,0.120879121,150,0.164835165,1,0.001098901,0.286813187,910,360,BP_1930_1939,0.4,150,BP_2010_2015,0.16,0.42
E01002248,LSOA,Havering 017C,0.080645161,50,0.35483871,220,0.306451613,190,0.177419355,110,0.080645161,50,0,0,0,0,0.016129032,10,620,LSOA,Havering 017C,Havering 017C,40,0.064516129,40,0.064516129,120,0.193548387,180,0.290322581,0.483870968,40,0.064516129,170,0.274193548,10,0.016129032,0.354838709,10,0.016129032,20,0.032258065,10,0.016129032,0.064516129,1,0.001612903,1,0.001612903,10,0.016129032,0.019354838,620,180,BP_1930_1939,0.29,170,BP_1955_1964,0.27,0.94
E01002249,LSOA,Havering 017D,0,0,0.540540541,600,0.333333333,370,0.108108108,120,0,0,0,0,0,0,0.009009009,10,1110,LSOA,Havering 017D,Havering 017D,10,0.007751938,0,0,0,0,460,0.356589147,0.356589147,20,0.015503876,0,0,0,0,0.015503876,0,0,0,0,0,0,0,270,0.209302326,520,0.403100775,20,0.015503876,0.627906977,1290,520,BP_2010_2015,0.4,460,BP_1930_1939,0.36,0.88
