1,Area Code4,Area,Bungalow,Flat/Maisonette,Terraced House,Semi0detached House,Detached House,Unknown,AREA_NAME,BP_PRE_1900,Por_1,BP_1900_1918,Por_2,BP_1919_1929,Por_3,BP_1930_1939,Por_4,Por_14,BP_1945_1954,Por_5,BP_1955_1964,Por_6,BP_1965_1972,Por_7,Por_15,BP_1973_1982,Por_8,BP_1983_1992,Por_9,BP_1993_1999,Por_10,Por_16,BP_2000_2009,Por_11,BP_2010_2015,Por_12,BP_UNKNOWN,Por_13,Por_17,ALL_PROPERTIES,MODE1_VAL,MODE1_TYPE,MODE1_PC,MODE2_VAL,MODE2_TYPE,MODE2_PC,MODE2_MODE1_RATIO
LSOA,E01003163,Lambeth 023F,0,280,200,130,30,0,Lambeth 023F,30,0.047619048,10,0.015873016,60,0.095238095,220,0.349206349,0.444444444,130,0.206349206,20,0.031746032,70,0.111111111,0.349206349,0,0,70,0.111111111,10,0.015873016,0.126984127,20,0.031746032,0,0,1,0.001587302,0.033333334,630,220,BP_1930_1939,0.35,130,BP_1945_1954,0.21,0.59
LSOA,E01003164,Lambeth 025A,0,800,130,40,10,10,Lambeth 025A,730,0.737373737,10,0.01010101,20,0.02020202,30,0.03030303,0.05050505,10,0.01010101,10,0.01010101,20,0.02020202,0.04040404,60,0.060606061,10,0.01010101,10,0.01010101,0.080808081,30,0.03030303,10,0.01010101,40,0.04040404,0.08080808,990,730,BP_PRE_1900,0.74,60,BP_1973_1982,0.06,0.08
LSOA,E01003165,Lambeth 025B,10,450,150,100,10,0,Lambeth 025B,340,0.465753425,0,0,0,0,1,0.001369863,0.001369863,10,0.01369863,290,0.397260274,10,0.01369863,0.424657534,1,0.001369863,20,0.02739726,40,0.054794521,0.083561644,20,0.02739726,0,0,1,0.001369863,0.028767123,730,340,BP_PRE_1900,0.47,290,BP_1955_1964,0.4,0.85
LSOA,E01003166,Lambeth 028D,0,840,150,70,20,10,Lambeth 028D,660,0.605504587,30,0.027522936,10,0.009174312,100,0.091743119,0.100917431,10,0.009174312,20,0.018348624,70,0.064220183,0.091743119,10,0.009174312,10,0.009174312,20,0.018348624,0.036697248,140,0.128440367,0,0,20,0.018348624,0.146788991,1090,660,BP_PRE_1900,0.61,140,BP_2000_2009,0.13,0.21
LSOA,E01003167,Lambeth 028E,0,230,350,130,10,0,Lambeth 028E,410,0.561643836,40,0.054794521,40,0.054794521,100,0.136986301,0.191780822,30,0.04109589,60,0.082191781,10,0.01369863,0.136986301,10,0.01369863,10,0.01369863,10,0.01369863,0.04109589,20,0.02739726,10,0.01369863,10,0.01369863,0.05479452,730,410,BP_PRE_1900,0.56,100,BP_1930_1939,0.14,0.24
LSOA,E01003168,Lambeth 025C,0,320,320,0,0,10,Lambeth 025C,270,0.415384615,30,0.046153846,0,0,0,0,0,0,0,0,0,10,0.015384615,0.015384615,320,0.492307692,0,0,0,0,0.492307692,20,0.030769231,0,0,10,0.015384615,0.046153846,650,320,BP_1973_1982,0.49,270,BP_PRE_1900,0.42,0.84
LSOA,E01003169,Lambeth 025D,20,750,180,70,10,20,Lambeth 025D,730,0.695238095,20,0.019047619,10,0.00952381,20,0.019047619,0.028571429,10,0.00952381,40,0.038095238,10,0.00952381,0.057142858,80,0.076190476,20,0.019047619,20,0.019047619,0.114285714,80,0.076190476,0,0,20,0.019047619,0.095238095,1050,730,BP_PRE_1900,0.7,80,BP_2000_2009,0.08,0.11
LSOA,E01003170,Lambeth 025E,30,320,370,60,30,0,Lambeth 025E,310,0.3875,10,0.0125,40,0.05,40,0.05,0.1,1,0.00125,10,0.0125,190,0.2375,0.25125,70,0.0875,90,0.1125,0,0,0.2,30,0.0375,1,0.00125,0,0,0.03875,800,310,BP_PRE_1900,0.39,190,BP_1965_1972,0.24,0.61
LSOA,E01003171,Lambeth 020B,20,630,180,10,0,10,Lambeth 020B,560,0.666666667,10,0.011904762,0,0,150,0.178571429,0.178571429,10,0.011904762,60,0.071428571,40,0.047619048,0.130952381,0,0,0,0,0,0,0,10,0.011904762,0,0,10,0.011904762,0.023809524,840,560,BP_PRE_1900,0.67,150,BP_1930_1939,0.18,0.27
LSOA,E01003172,Lambeth 024B,20,670,170,10,0,0,Lambeth 024B,10,0.011494253,0,0,0,0,200,0.229885057,0.229885057,10,0.011494253,100,0.114942529,1,0.001149425,0.127586207,310,0.356321839,0,0,0,0,0.356321839,230,0.264367816,20,0.022988506,0,0,0.287356322,870,310,BP_1973_1982,0.36,230,BP_2000_2009,0.26,0.74
LSOA,E01003173,Lambeth 020C,0,300,250,110,0,10,Lambeth 020C,380,0.567164179,30,0.044776119,190,0.28358209,1,0.001492537,0.285074627,1,0.001492537,20,0.029850746,0,0,0.031343283,0,0,20,0.029850746,0,0,0.029850746,10,0.014925373,0,0,10,0.014925373,0.029850746,670,380,BP_PRE_1900,0.57,190,BP_1919_1929,0.28,0.5
LSOA,E01003174,Lambeth 024C,0,810,30,0,0,0,Lambeth 024C,100,0.119047619,0,0,0,0,10,0.011904762,0.011904762,50,0.05952381,600,0.714285714,20,0.023809524,0.797619048,0,0,1,0.001190476,0,0,0.001190476,40,0.047619048,0,0,20,0.023809524,0.071428572,840,600,BP_1955_1964,0.71,100,BP_PRE_1900,0.12,0.17
LSOA,E01003175,Lambeth 024D,0,360,280,20,0,10,Lambeth 024D,40,0.059701493,0,0,90,0.134328358,30,0.044776119,0.179104477,10,0.014925373,140,0.208955224,140,0.208955224,0.432835821,0,0,0,0,210,0.313432836,0.313432836,10,0.014925373,0,0,1,0.001492537,0.01641791,670,210,BP_1993_1999,0.31,140,BP_1965_1972,0.21,0.67
LSOA,E01003176,Lambeth 016E,0,760,50,0,0,0,Lambeth 016E,50,0.061728395,0,0,0,0,160,0.197530864,0.197530864,20,0.024691358,220,0.271604938,150,0.185185185,0.481481481,30,0.037037037,50,0.061728395,0,0,0.098765432,130,0.160493827,0,0,1,0.001234568,0.161728395,810,220,BP_1955_1964,0.27,160,BP_1930_1939,0.2,0.73
LSOA,E01003177,Lambeth 020D,10,590,120,10,0,10,Lambeth 020D,560,0.756756757,30,0.040540541,0,0,0,0,0,60,0.081081081,10,0.013513514,0,0,0.094594595,0,0,1,0.001351351,0,0,0.001351351,50,0.067567568,20,0.027027027,20,0.027027027,0.121621622,740,560,BP_PRE_1900,0.76,60,BP_1945_1954,0.08,0.11
LSOA,E01003178,Lambeth 020E,0,460,210,0,0,10,Lambeth 020E,640,0.927536232,10,0.014492754,0,0,1,0.001449275,0.001449275,0,0,10,0.014492754,0,0,0.014492754,0,0,0,0,0,0,0,0,0,0,0,20,0.028985507,0.028985507,690,640,BP_PRE_1900,0.93,20,BP_UNKNOWN,0.03,0.03
LSOA,E01003179,Lambeth 024E,0,650,20,0,0,0,Lambeth 024E,60,0.089552239,0,0,0,0,280,0.417910448,0.417910448,280,0.417910448,30,0.044776119,0,0,0.462686567,0,0,0,0,0,0,0,0,0,10,0.014925373,10,0.014925373,0.029850746,670,280,BP_1945_1954,0.42,280,BP_1930_1939,0.42,1
LSOA,E01003180,Lambeth 005D,10,540,260,10,10,10,Lambeth 005D,260,0.285714286,10,0.010989011,0,0,0,0,0,20,0.021978022,40,0.043956044,90,0.098901099,0.164835165,50,0.054945055,270,0.296703297,50,0.054945055,0.406593407,30,0.032967033,90,0.098901099,10,0.010989011,0.142857143,910,270,BP_1983_1992,0.3,260,BP_PRE_1900,0.29,0.96
LSOA,E01003181,Lambeth 007A,0,600,100,0,0,0,Lambeth 007A,230,0.328571429,50,0.071428571,0,0,70,0.1,0.1,20,0.028571429,20,0.028571429,110,0.157142857,0.214285715,40,0.057142857,140,0.2,20,0.028571429,0.285714286,0,0,1,0.001428571,10,0.014285714,0.015714285,700,230,BP_PRE_1900,0.33,140,BP_1983_1992,0.2,0.61
LSOA,E01003182,Lambeth 009D,0,590,120,20,20,10,Lambeth 009D,470,0.626666667,60,0.08,1,0.001333333,40,0.053333333,0.054666666,0,0,10,0.013333333,1,0.001333333,0.014666666,100,0.133333333,20,0.026666667,0,0,0.16,10,0.013333333,30,0.04,10,0.013333333,0.066666666,750,470,BP_PRE_1900,0.63,100,BP_1973_1982,0.13,0.21
LSOA,E01003183,Lambeth 005E,10,420,210,0,10,20,Lambeth 005E,310,0.455882353,1,0.001470588,40,0.058823529,1,0.001470588,0.060294117,0,0,20,0.029411765,90,0.132352941,0.161764706,40,0.058823529,150,0.220588235,10,0.014705882,0.294117646,10,0.014705882,0,0,10,0.014705882,0.029411764,680,310,BP_PRE_1900,0.46,150,BP_1983_1992,0.22,0.48
LSOA,E01003184,Lambeth 007B,0,590,10,0,0,0,Lambeth 007B,20,0.033333333,0,0,1,0.001666667,370,0.616666667,0.618333334,0,0,20,0.033333333,190,0.316666667,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,370,BP_1930_1939,0.62,190,BP_1965_1972,0.32,0.51
LSOA,E01003185,Lambeth 007C,0,760,20,0,0,10,Lambeth 007C,480,0.6,10,0.0125,40,0.05,1,0.00125,0.05125,1,0.00125,240,0.3,10,0.0125,0.31375,0,0,10,0.0125,0,0,0.0125,1,0.00125,0,0,10,0.0125,0.01375,800,480,BP_PRE_1900,0.6,240,BP_1955_1964,0.3,0.5
LSOA,E01003186,Lambeth 007D,0,960,100,60,20,20,Lambeth 007D,480,0.428571429,50,0.044642857,50,0.044642857,10,0.008928571,0.053571428,20,0.017857143,20,0.017857143,10,0.008928571,0.044642857,0,0,70,0.0625,40,0.035714286,0.098214286,70,0.0625,300,0.267857143,10,0.008928571,0.339285714,1120,480,BP_PRE_1900,0.43,300,BP_2010_2015,0.27,0.63
LSOA,E01003187,Lambeth 007E,30,500,170,0,0,0,Lambeth 007E,20,0.02020202,0,0,0,0,30,0.03030303,0.03030303,0,0,0,0,0,0,0,390,0.393939394,80,0.080808081,80,0.080808081,0.555555556,1,0.001010101,340,0.343434343,50,0.050505051,0.394949495,990,390,BP_1973_1982,0.39,340,BP_2010_2015,0.34,0.87
LSOA,E01003188,Lambeth 009E,10,320,230,10,0,10,Lambeth 009E,90,0.166666667,80,0.148148148,10,0.018518519,0,0,0.018518519,0,0,10,0.018518519,0,0,0.018518519,320,0.592592593,0,0,30,0.055555556,0.648148149,10,0.018518519,0,0,10,0.018518519,0.037037038,540,320,BP_1973_1982,0.59,90,BP_PRE_1900,0.17,0.28
LSOA,E01003189,Lewisham 034A,0,190,400,60,0,0,Lewisham 034A,0,0,0,0,630,0.940298507,0,0,0.940298507,0,0,0,0,1,0.001492537,0.001492537,30,0.044776119,0,0,0,0,0.044776119,0,0,0,0,0,0,0,670,630,BP_1919_1929,0.94,30,BP_1973_1982,0.04,0.05
LSOA,E01003190,Lewisham 034B,0,620,160,10,0,10,Lewisham 034B,60,0.072289157,1,0.001204819,0,0,130,0.156626506,0.156626506,50,0.060240964,30,0.036144578,240,0.289156627,0.385542169,1,0.001204819,100,0.120481928,110,0.13253012,0.254216867,60,0.072289157,20,0.024096386,20,0.024096386,0.120481929,830,240,BP_1965_1972,0.29,130,BP_1930_1939,0.16,0.54
LSOA,E01003191,Lewisham 034C,0,430,150,20,0,130,Lewisham 034C,0,0,0,0,160,0.219178082,270,0.369863014,0.589041096,10,0.01369863,10,0.01369863,60,0.082191781,0.109589041,0,0,30,0.04109589,1,0.001369863,0.042465753,10,0.01369863,40,0.054794521,130,0.178082192,0.246575343,730,270,BP_1930_1939,0.37,160,BP_1919_1929,0.22,0.59
LSOA,E01003192,Lewisham 034D,10,510,180,60,10,0,Lewisham 034D,10,0.013333333,0,0,70,0.093333333,530,0.706666667,0.8,80,0.106666667,10,0.013333333,0,0,0.12,0,0,60,0.08,0,0,0.08,1,0.001333333,0,0,1,0.001333333,0.002666666,750,530,BP_1930_1939,0.71,80,BP_1945_1954,0.11,0.15
LSOA,E01003193,Lewisham 029A,0,200,410,60,0,30,Lewisham 029A,50,0.071428571,10,0.014285714,10,0.014285714,270,0.385714286,0.4,10,0.014285714,50,0.071428571,1,0.001428571,0.087142856,220,0.314285714,40,0.057142857,1,0.001428571,0.372857142,1,0.001428571,10,0.014285714,50,0.071428571,0.087142856,700,270,BP_1930_1939,0.39,220,BP_1973_1982,0.31,0.81
LSOA,E01003194,Lewisham 029B,0,300,230,170,10,10,Lewisham 029B,140,0.189189189,1,0.001351351,270,0.364864865,20,0.027027027,0.391891892,30,0.040540541,30,0.040540541,80,0.108108108,0.18918919,40,0.054054054,1,0.001351351,80,0.108108108,0.163513513,10,0.013513514,10,0.013513514,20,0.027027027,0.054054055,740,270,BP_1919_1929,0.36,140,BP_PRE_1900,0.19,0.52
LSOA,E01003195,Lewisham 029C,0,190,340,120,0,0,Lewisham 029C,130,0.2,150,0.230769231,40,0.061538462,220,0.338461538,0.4,20,0.030769231,0,0,30,0.046153846,0.076923077,50,0.076923077,0,0,0,0,0.076923077,1,0.001538462,0,0,10,0.015384615,0.016923077,650,220,BP_1930_1939,0.34,150,BP_1900_1918,0.23,0.68
LSOA,E01003196,Lewisham 029D,0,130,420,90,0,10,Lewisham 029D,1,0.001538462,0,0,600,0.923076923,0,0,0.923076923,1,0.001538462,0,0,0,0,0.001538462,20,0.030769231,0,0,0,0,0.030769231,20,0.030769231,1,0.001538462,10,0.015384615,0.047692308,650,600,BP_1919_1929,0.92,20,BP_2000_2009,0.03,0.03
LSOA,E01003197,Lewisham 029E,0,180,340,120,0,0,Lewisham 029E,0,0,0,0,600,0.923076923,0,0,0.923076923,0,0,0,0,0,0,0,30,0.046153846,0,0,20,0.030769231,0.076923077,0,0,0,0,0,0,0,650,600,BP_1919_1929,0.92,30,BP_1973_1982,0.05,0.05
LSOA,E01003198,Lewisham 009A,0,460,180,20,10,10,Lewisham 009A,270,0.397058824,0,0,1,0.001470588,30,0.044117647,0.045588235,220,0.323529412,40,0.058823529,10,0.014705882,0.397058823,90,0.132352941,0,0,10,0.014705882,0.147058823,0,0,1,0.001470588,10,0.014705882,0.01617647,680,270,BP_PRE_1900,0.4,220,BP_1945_1954,0.32,0.81
LSOA,E01003199,Lewisham 007A,10,560,130,60,30,20,Lewisham 007A,160,0.197530864,30,0.037037037,20,0.024691358,40,0.049382716,0.074074074,120,0.148148148,80,0.098765432,90,0.111111111,0.358024691,40,0.049382716,130,0.160493827,40,0.049382716,0.259259259,30,0.037037037,10,0.012345679,20,0.024691358,0.074074074,810,160,BP_PRE_1900,0.2,130,BP_1983_1992,0.16,0.81
LSOA,E01003200,Lewisham 009B,0,490,170,40,20,50,Lewisham 009B,360,0.455696203,30,0.037974684,1,0.001265823,0,0,0.001265823,110,0.139240506,120,0.151898734,50,0.063291139,0.354430379,1,0.001265823,20,0.025316456,0,0,0.026582279,20,0.025316456,30,0.037974684,50,0.063291139,0.126582279,790,360,BP_PRE_1900,0.46,120,BP_1955_1964,0.15,0.33
LSOA,E01003201,Lewisham 007B,0,420,140,110,10,20,Lewisham 007B,400,0.571428571,30,0.042857143,1,0.001428571,10,0.014285714,0.015714285,70,0.1,10,0.014285714,40,0.057142857,0.171428571,0,0,30,0.042857143,10,0.014285714,0.057142857,0,0,0,0,90,0.128571429,0.128571429,700,400,BP_PRE_1900,0.57,90,BP_UNKNOWN,0.13,0.23
LSOA,E01003202,Lewisham 009C,0,400,270,40,60,30,Lewisham 009C,180,0.225,10,0.0125,0,0,60,0.075,0.075,50,0.0625,100,0.125,280,0.35,0.5375,60,0.075,0,0,30,0.0375,0.1125,0,0,0,0,30,0.0375,0.0375,800,280,BP_1965_1972,0.35,180,BP_PRE_1900,0.23,0.64
LSOA,E01003203,Lewisham 009D,0,780,140,20,0,70,Lewisham 009D,200,0.198019802,60,0.059405941,1,0.000990099,50,0.04950495,0.050495049,10,0.00990099,200,0.198019802,160,0.158415842,0.366336634,10,0.00990099,180,0.178217822,1,0.000990099,0.189108911,50,0.04950495,10,0.00990099,90,0.089108911,0.148514851,1010,200,BP_1955_1964,0.2,200,BP_PRE_1900,0.2,1
LSOA,E01003204,Lewisham 007C,0,600,50,10,10,20,Lewisham 007C,170,0.242857143,30,0.042857143,0,0,70,0.1,0.1,180,0.257142857,30,0.042857143,40,0.057142857,0.357142857,60,0.085714286,1,0.001428571,0,0,0.087142857,10,0.014285714,80,0.114285714,20,0.028571429,0.157142857,700,180,BP_1945_1954,0.26,170,BP_PRE_1900,0.24,0.94
LSOA,E01003205,Lewisham 007D,0,420,60,70,10,40,Lewisham 007D,10,0.016393443,0,0,30,0.049180328,0,0,0.049180328,30,0.049180328,30,0.049180328,190,0.31147541,0.409836066,1,0.001639344,80,0.131147541,0,0,0.132786885,0,0,200,0.327868852,40,0.06557377,0.393442622,610,200,BP_2010_2015,0.33,190,BP_1965_1972,0.31,0.95
LSOA,E01003206,Lewisham 007E,0,510,50,60,50,10,Lewisham 007E,330,0.485294118,40,0.058823529,0,0,1,0.001470588,0.001470588,10,0.014705882,140,0.205882353,80,0.117647059,0.338235294,0,0,40,0.058823529,20,0.029411765,0.088235294,1,0.001470588,1,0.001470588,20,0.029411765,0.032352941,680,330,BP_PRE_1900,0.49,140,BP_1955_1964,0.21,0.42
LSOA,E01003207,Lewisham 005A,0,640,150,0,0,180,Lewisham 005A,40,0.038461538,1,0.000961538,1,0.000961538,0,0,0.000961538,150,0.144230769,10,0.009615385,180,0.173076923,0.326923077,140,0.134615385,1,0.000961538,1,0.000961538,0.136538461,60,0.057692308,190,0.182692308,270,0.259615385,0.500000001,1040,270,BP_UNKNOWN,0.26,190,BP_2010_2015,0.18,0.7
LSOA,E01003209,Lewisham 005B,0,580,140,10,0,20,Lewisham 005B,320,0.421052632,50,0.065789474,20,0.026315789,0,0,0.026315789,70,0.092105263,40,0.052631579,0,0,0.144736842,150,0.197368421,50,0.065789474,0,0,0.263157895,30,0.039473684,0,0,30,0.039473684,0.078947368,760,320,BP_PRE_1900,0.42,150,BP_1973_1982,0.2,0.47
LSOA,E01003210,Lewisham 005C,0,550,130,20,10,90,Lewisham 005C,520,0.65,40,0.05,0,0,30,0.0375,0.0375,0,0,0,0,10,0.0125,0.0125,20,0.025,20,0.025,10,0.0125,0.0625,40,0.05,10,0.0125,120,0.15,0.2125,800,520,BP_PRE_1900,0.65,120,BP_UNKNOWN,0.15,0.23
LSOA,E01003211,Lewisham 008B,0,660,70,30,10,20,Lewisham 008B,450,0.569620253,100,0.126582278,0,0,0,0,0,0,0,30,0.037974684,40,0.050632911,0.088607595,10,0.012658228,50,0.063291139,50,0.063291139,0.139240506,10,0.012658228,10,0.012658228,40,0.050632911,0.075949367,790,450,BP_PRE_1900,0.57,100,BP_1900_1918,0.13,0.22
LSOA,E01003212,Lewisham 005D,0,350,430,10,0,90,Lewisham 005D,410,0.465909091,50,0.056818182,1,0.001136364,230,0.261363636,0.2625,30,0.034090909,0,0,30,0.034090909,0.068181818,0,0,1,0.001136364,1,0.001136364,0.002272728,30,0.034090909,10,0.011363636,90,0.102272727,0.147727272,880,410,BP_PRE_1900,0.47,230,BP_1930_1939,0.26,0.56
LSOA,E01003213,Lewisham 008C,0,670,50,70,20,40,Lewisham 008C,570,0.662790698,50,0.058139535,1,0.001162791,10,0.011627907,0.012790698,0,0,110,0.127906977,0,0,0.127906977,20,0.023255814,30,0.034883721,10,0.011627907,0.069767442,1,0.001162791,10,0.011627907,60,0.069767442,0.08255814,860,570,BP_PRE_1900,0.66,110,BP_1955_1964,0.13,0.19
LSOA,E01003214,Lewisham 008D,0,550,150,30,10,10,Lewisham 008D,400,0.526315789,10,0.013157895,10,0.013157895,0,0,0.013157895,30,0.039473684,240,0.315789474,10,0.013157895,0.368421053,0,0,0,0,0,0,0,30,0.039473684,10,0.013157895,20,0.026315789,0.078947368,760,400,BP_PRE_1900,0.53,240,BP_1955_1964,0.32,0.6
LSOA,E01003215,Lewisham 005E,0,510,120,10,0,50,Lewisham 005E,440,0.637681159,100,0.144927536,0,0,0,0,0,0,0,10,0.014492754,0,0,0.014492754,0,0,20,0.028985507,10,0.014492754,0.043478261,50,0.072463768,20,0.028985507,60,0.086956522,0.188405797,690,440,BP_PRE_1900,0.64,100,BP_1900_1918,0.14,0.23
LSOA,E01003216,Lewisham 025A,0,360,30,260,0,20,Lewisham 025A,70,0.104477612,520,0.776119403,1,0.001492537,1,0.001492537,0.002985074,1,0.001492537,1,0.001492537,0,0,0.002985074,20,0.029850746,0,0,10,0.014925373,0.044776119,20,0.029850746,0,0,20,0.029850746,0.059701492,670,520,BP_1900_1918,0.78,70,BP_PRE_1900,0.1,0.13
LSOA,E01003217,Lewisham 022A,0,40,610,10,0,0,Lewisham 022A,540,0.805970149,120,0.179104478,1,0.001492537,0,0,0.001492537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001492537,1,0.001492537,0.002985074,670,540,BP_PRE_1900,0.81,120,BP_1900_1918,0.18,0.22
LSOA,E01003218,Lewisham 022B,0,80,470,0,0,0,Lewisham 022B,250,0.454545455,290,0.527272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001818182,1,0.001818182,0.003636364,550,290,BP_1900_1918,0.53,250,BP_PRE_1900,0.45,0.86
LSOA,E01003219,Lewisham 025B,0,90,440,90,0,20,Lewisham 025B,100,0.15625,290,0.453125,90,0.140625,100,0.15625,0.296875,0,0,0,0,0,0,0,0,0,30,0.046875,20,0.03125,0.078125,1,0.0015625,0,0,20,0.03125,0.0328125,640,290,BP_1900_1918,0.45,100,BP_1930_1939,0.16,0.34
LSOA,E01003220,Lewisham 022C,0,300,310,10,0,10,Lewisham 022C,530,0.841269841,60,0.095238095,0,0,10,0.015873016,0.015873016,1,0.001587302,0,0,10,0.015873016,0.017460318,0,0,1,0.001587302,0,0,0.001587302,1,0.001587302,10,0.015873016,10,0.015873016,0.033333334,630,530,BP_PRE_1900,0.84,60,BP_1900_1918,0.1,0.11
LSOA,E01003221,Lewisham 025C,10,470,80,230,10,10,Lewisham 025C,230,0.283950617,330,0.407407407,1,0.001234568,80,0.098765432,0.1,1,0.001234568,20,0.024691358,10,0.012345679,0.038271605,1,0.001234568,10,0.012345679,30,0.037037037,0.050617284,50,0.061728395,40,0.049382716,20,0.024691358,0.135802469,810,330,BP_1900_1918,0.41,230,BP_PRE_1900,0.28,0.7
LSOA,E01003222,Lewisham 022D,0,210,410,10,0,10,Lewisham 022D,590,0.936507937,30,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001587302,1,0.001587302,10,0.015873016,0.01904762,630,590,BP_PRE_1900,0.94,30,BP_1900_1918,0.05,0.05
LSOA,E01003223,Lewisham 025D,0,140,30,440,10,0,Lewisham 025D,20,0.031746032,110,0.174603175,100,0.158730159,360,0.571428571,0.73015873,0,0,20,0.031746032,0,0,0.031746032,0,0,10,0.015873016,0,0,0.015873016,1,0.001587302,1,0.001587302,10,0.015873016,0.01904762,630,360,BP_1930_1939,0.57,110,BP_1900_1918,0.17,0.31
LSOA,E01003224,Lewisham 022E,0,150,480,10,0,0,Lewisham 022E,590,0.921875,40,0.0625,0,0,0,0,0,10,0.015625,0,0,0,0,0.015625,0,0,0,0,0,0,0,1,0.0015625,10,0.015625,1,0.0015625,0.01875,640,590,BP_PRE_1900,0.92,40,BP_1900_1918,0.06,0.07
LSOA,E01003225,Lewisham 015A,0,30,380,190,0,0,Lewisham 015A,260,0.433333333,100,0.166666667,100,0.166666667,110,0.183333333,0.35,10,0.016666667,1,0.001666667,0,0,0.018333334,0,0,0,0,20,0.033333333,0.033333333,1,0.001666667,10,0.016666667,1,0.001666667,0.020000001,600,260,BP_PRE_1900,0.43,110,BP_1930_1939,0.18,0.42
LSOA,E01003226,Lewisham 019A,0,330,310,70,10,20,Lewisham 019A,180,0.246575342,280,0.383561644,60,0.082191781,140,0.191780822,0.273972603,1,0.001369863,10,0.01369863,10,0.01369863,0.028767123,0,0,0,0,1,0.001369863,0.001369863,10,0.01369863,20,0.02739726,20,0.02739726,0.06849315,730,280,BP_1900_1918,0.38,180,BP_PRE_1900,0.25,0.64
LSOA,E01003227,Lewisham 019B,10,280,250,110,30,0,Lewisham 019B,350,0.507246377,40,0.057971014,30,0.043478261,70,0.101449275,0.144927536,10,0.014492754,20,0.028985507,50,0.072463768,0.115942029,40,0.057971014,60,0.086956522,10,0.014492754,0.15942029,10,0.014492754,10,0.014492754,10,0.014492754,0.043478262,690,350,BP_PRE_1900,0.51,70,BP_1930_1939,0.1,0.2
LSOA,E01003228,Lewisham 019C,0,320,350,10,10,10,Lewisham 019C,520,0.742857143,120,0.171428571,0,0,10,0.014285714,0.014285714,10,0.014285714,10,0.014285714,20,0.028571429,0.057142857,1,0.001428571,0,0,0,0,0.001428571,1,0.001428571,10,0.014285714,10,0.014285714,0.029999999,700,520,BP_PRE_1900,0.74,120,BP_1900_1918,0.17,0.23
LSOA,E01003229,Lewisham 019D,0,510,150,30,10,80,Lewisham 019D,250,0.316455696,10,0.012658228,0,0,1,0.001265823,0.001265823,220,0.278481013,30,0.037974684,10,0.012658228,0.329113925,90,0.113924051,10,0.012658228,10,0.012658228,0.139240507,50,0.063291139,10,0.012658228,90,0.113924051,0.189873418,790,250,BP_PRE_1900,0.32,220,BP_1945_1954,0.28,0.88
LSOA,E01003230,Lewisham 019E,0,500,250,70,20,30,Lewisham 019E,350,0.397727273,10,0.011363636,70,0.079545455,30,0.034090909,0.113636364,60,0.068181818,30,0.034090909,20,0.022727273,0.125,160,0.181818182,50,0.056818182,20,0.022727273,0.261363637,30,0.034090909,20,0.022727273,50,0.056818182,0.113636364,880,350,BP_PRE_1900,0.4,160,BP_1973_1982,0.18,0.46
LSOA,E01003231,Lewisham 015B,0,410,240,10,0,10,Lewisham 015B,380,0.558823529,120,0.176470588,10,0.014705882,1,0.001470588,0.01617647,20,0.029411765,60,0.088235294,0,0,0.117647059,10,0.014705882,0,0,60,0.088235294,0.102941176,10,0.014705882,0,0,20,0.029411765,0.044117647,680,380,BP_PRE_1900,0.56,120,BP_1900_1918,0.18,0.32
LSOA,E01003232,Lewisham 015C,0,120,490,20,0,10,Lewisham 015C,150,0.238095238,70,0.111111111,120,0.19047619,220,0.349206349,0.539682539,30,0.047619048,0,0,0,0,0.047619048,0,0,0,0,30,0.047619048,0.047619048,1,0.001587302,1,0.001587302,10,0.015873016,0.01904762,630,220,BP_1930_1939,0.35,150,BP_PRE_1900,0.24,0.68
LSOA,E01003233,Lewisham 015D,0,180,470,0,0,10,Lewisham 015D,360,0.545454545,80,0.121212121,0,0,160,0.242424242,0.242424242,10,0.015151515,40,0.060606061,0,0,0.075757576,1,0.001515152,1,0.001515152,0,0,0.003030304,10,0.015151515,1,0.001515152,10,0.015151515,0.031818182,660,360,BP_PRE_1900,0.55,160,BP_1930_1939,0.24,0.44
LSOA,E01003235,Lewisham 038A,10,160,200,180,20,10,Lewisham 038A,1,0.001754386,30,0.052631579,190,0.333333333,50,0.087719298,0.421052631,100,0.175438596,30,0.052631579,30,0.052631579,0.280701754,110,0.192982456,10,0.01754386,0,0,0.210526316,20,0.035087719,1,0.001754386,10,0.01754386,0.054385965,570,190,BP_1919_1929,0.33,110,BP_1973_1982,0.19,0.58
LSOA,E01003236,Lewisham 037A,0,70,610,20,0,0,Lewisham 037A,10,0.014285714,1,0.001428571,650,0.928571429,0,0,0.928571429,1,0.001428571,10,0.014285714,0,0,0.015714285,0,0,0,0,0,0,0,20,0.028571429,10,0.014285714,1,0.001428571,0.044285714,700,650,BP_1919_1929,0.93,20,BP_2000_2009,0.03,0.03
